player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg,overall_rank,citizen_rank,sheriff_rank,mafia_rank,don_rank,overall_score,player_category,region
5246,Silencе,https://gomafia.pro/stats/5246,2023,20,18,50,0,33,30,22,2,3,3,0.03,0.0,0.0,0.0,0.0,1948.0,1190.0,312.0,653.0,321.0,6.082736074733411,Intermediate,south
5246,Silencе,https://gomafia.pro/stats/5246,2024,57,50,0,100,100,14,8,2,3,1,0.21,0.03,0.1,0.01,0.0,1518.0,1548.0,439.0,856.0,439.0,8.847424595908663,Advanced,south
5247,Ахматова,https://gomafia.pro/stats/5247,2023,50,57,0,0,50,10,7,0,1,2,0.8,0.0,0.1,0.09,0.0,1654.0,1235.0,312.0,653.0,321.0,7.207877339491049,Intermediate,south
5247,Ахматова,https://gomafia.pro/stats/5247,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
5250,KerryTop,https://gomafia.pro/stats/5250,2023,50,57,0,50,0,10,7,0,2,1,0.5,0.05,0.0,0.06,0.0,1665.0,1235.0,312.0,653.0,321.0,7.184016144695314,Intermediate,south
5250,KerryTop,https://gomafia.pro/stats/5250,2024,45,33,50,67,0,11,6,2,3,0,0.36,0.13,0.0,0.0,0.0,1987.0,1548.0,439.0,856.0,439.0,7.458140304312098,Intermediate,south
5251,Чернослив,https://gomafia.pro/stats/5251,2023,50,40,50,50,100,10,5,2,2,1,0.2,0.05,0.0,0.02,0.0,1464.0,1235.0,312.0,653.0,321.0,7.725990628241629,Intermediate,south
5251,Чернослив,https://gomafia.pro/stats/5251,2024,64,43,100,100,100,11,7,2,1,1,1.0,0.3,0.3,0.06,0.05,1467.0,1548.0,439.0,856.0,439.0,9.019705434691588,Advanced,south
5252,Karamel1230,https://gomafia.pro/stats/5252,2023,20,0,100,0,50,10,7,1,0,2,0.4,0.0,0.0,0.01,0.3,1961.0,1235.0,312.0,653.0,321.0,6.0103272593550425,Intermediate,south
5252,Karamel1230,https://gomafia.pro/stats/5252,2024,64,60,67,0,67,11,5,3,0,3,0.64,0.0,0.17,0.0,0.07,1545.0,1548.0,439.0,856.0,439.0,8.776128280996133,Advanced,south
5290,Муся,https://gomafia.pro/stats/5290,2023,46,42,33,57,50,24,12,3,7,2,0.54,0.06,0.15,0.03,0.07,1130.0,916.0,312.0,653.0,321.0,9.001428107569101,Advanced,south
5290,Муся,https://gomafia.pro/stats/5290,2024,42,40,22,56,50,90,55,9,18,8,0.39,0.07,0.08,0.03,0.0,834.0,746.0,439.0,561.0,439.0,11.19887190184455,Advanced,south
5311,Камо,https://gomafia.pro/stats/5311,2023,50,40,0,100,100,14,10,1,2,1,0.36,0.0,0.3,0.02,0.0,1329.0,1003.0,312.0,653.0,321.0,8.232191336158378,Advanced,south
5311,Камо,https://gomafia.pro/stats/5311,2024,36,36,0,25,60,25,14,2,4,5,0.32,0.03,0.12,0.01,0.0,1891.0,1328.0,439.0,856.0,439.0,7.720402403495994,Intermediate,south
5412,SameAsWell,https://gomafia.pro/stats/5412,2023,27,30,50,0,0,15,10,2,2,1,0.07,0.0,0.0,0.01,0.0,1931.0,1136.0,312.0,653.0,321.0,6.150971868171886,Intermediate,south
5412,SameAsWell,https://gomafia.pro/stats/5412,2024,61,71,38,50,33,51,34,8,6,3,0.71,0.07,0.1,0.07,0.08,751.0,6.0,439.0,856.0,439.0,11.643910057844963,Expert,south
5450,Mess,https://gomafia.pro/stats/5450,2023,20,25,0,20,0,10,4,1,5,0,0.4,0.06,0.0,0.03,0.0,2026.0,1235.0,312.0,653.0,321.0,5.521899815709903,Intermediate,south
5450,Mess,https://gomafia.pro/stats/5450,2024,56,53,67,50,100,25,17,3,4,1,0.88,0.03,0.2,0.08,0.2,1135.0,601.0,439.0,856.0,439.0,10.111073461754453,Advanced,south
5472,Гестия,https://gomafia.pro/stats/5472,2023,50,44,0,100,0,10,9,0,1,0,0.1,0.0,0.0,0.01,0.0,1667.0,1235.0,312.0,653.0,321.0,7.179012116797986,Intermediate,south
5472,Гестия,https://gomafia.pro/stats/5472,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
5476,MamaLama_,https://gomafia.pro/stats/5476,2023,60,75,100,40,0,10,4,1,5,0,0.4,0.04,0.0,0.0,0.2,1341.0,1235.0,312.0,653.0,321.0,8.171937694497782,Advanced,south
5476,MamaLama_,https://gomafia.pro/stats/5476,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
5479,Горький_,https://gomafia.pro/stats/5479,2023,40,60,0,33,0,10,5,1,3,1,0.4,0.0,0.0,0.08,0.0,1816.0,1235.0,312.0,653.0,321.0,6.710309834011581,Intermediate,south
5479,Горький_,https://gomafia.pro/stats/5479,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
5630,Баха,https://gomafia.pro/stats/5630,2023,38,50,0,40,50,21,10,4,5,2,0.14,0.06,0.0,0.0,0.0,1476.0,808.0,312.0,653.0,321.0,7.7081083697499375,Intermediate,south
5630,Баха,https://gomafia.pro/stats/5630,2024,45,33,73,58,57,97,55,11,24,7,0.66,0.12,0.16,0.03,0.05,382.0,1135.0,30.0,420.0,439.0,13.582344261542085,Expert,south
5642,Sweet Lips,https://gomafia.pro/stats/5642,2023,20,20,0,100,0,10,5,3,1,1,0.3,0.0,0.0,0.0,0.1,1995.0,1235.0,312.0,653.0,321.0,5.739602474334356,Intermediate,south
5642,Sweet Lips,https://gomafia.pro/stats/5642,2024,45,45,0,50,0,22,20,0,2,0,1.0,0.1,0.0,0.1,0.0,1925.0,868.0,439.0,856.0,439.0,7.619488468074775,Intermediate,south
5643,_Ангел_,https://gomafia.pro/stats/5643,2023,20,29,0,0,0,10,7,0,1,2,0.2,0.0,0.0,0.03,0.0,2037.0,1235.0,312.0,653.0,321.0,5.442387143412618,Intermediate,south
5643,_Ангел_,https://gomafia.pro/stats/5643,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
5686,Piratka,https://gomafia.pro/stats/5686,2023,30,40,0,25,0,10,5,0,4,1,0.5,0.1,0.0,0.02,0.0,1945.0,1235.0,312.0,653.0,321.0,6.093173403738771,Intermediate,south
5686,Piratka,https://gomafia.pro/stats/5686,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
5715,Дед Ростов,https://gomafia.pro/stats/5715,2023,20,25,0,0,0,10,8,1,0,1,0.0,0.0,0.0,0.0,0.0,2029.0,1235.0,312.0,653.0,321.0,5.479379685419379,Intermediate,south
5715,Дед Ростов,https://gomafia.pro/stats/5715,2024,45,37,0,71,75,40,27,2,7,4,0.15,0.01,0.0,0.02,0.0,1166.0,1122.0,439.0,856.0,439.0,10.005196357056041,Advanced,south
87,Стекло,https://gomafia.pro/stats/87,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
87,Стекло,https://gomafia.pro/stats/87,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
112,Kai,https://gomafia.pro/stats/112,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
112,Kai,https://gomafia.pro/stats/112,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
114,Минахор,https://gomafia.pro/stats/114,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
114,Минахор,https://gomafia.pro/stats/114,2024,50,54,0,60,0,20,13,2,5,0,0.65,0.1,0.0,0.06,0.0,1678.0,747.0,439.0,856.0,439.0,8.353826375914373,Intermediate,south
150,Леопольда,https://gomafia.pro/stats/150,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
150,Леопольда,https://gomafia.pro/stats/150,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
165,Плаки плаки,https://gomafia.pro/stats/165,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
165,Плаки плаки,https://gomafia.pro/stats/165,2024,30,20,67,0,0,10,5,3,2,0,0.6,0.0,0.0,0.04,0.13,2332.0,1548.0,439.0,856.0,439.0,6.323322402515547,Intermediate,south
170,VasilysK,https://gomafia.pro/stats/170,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
170,VasilysK,https://gomafia.pro/stats/170,2024,27,43,0,0,0,11,7,2,2,0,0.18,0.0,0.0,0.03,0.0,2401.0,1548.0,439.0,856.0,439.0,5.891752868700284,Intermediate,south
200,Психолог,https://gomafia.pro/stats/200,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
200,Психолог,https://gomafia.pro/stats/200,2024,45,29,0,50,100,11,7,0,2,2,0.82,0.0,0.2,0.07,0.0,1956.0,1548.0,439.0,856.0,439.0,7.547208183382603,Intermediate,south
208,Moon,https://gomafia.pro/stats/208,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
208,Moon,https://gomafia.pro/stats/208,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
317,Teddy,https://gomafia.pro/stats/317,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
317,Teddy,https://gomafia.pro/stats/317,2024,39,34,50,54,38,66,41,4,13,8,0.83,0.12,0.04,0.07,0.15,1047.0,1139.0,439.0,664.0,439.0,10.40097198390767,Advanced,south
360,Королева Марго,https://gomafia.pro/stats/360,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
360,Королева Марго,https://gomafia.pro/stats/360,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
446,Detect,https://gomafia.pro/stats/446,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
446,Detect,https://gomafia.pro/stats/446,2024,55,50,33,50,100,22,8,3,8,3,0.95,0.14,0.17,0.06,0.0,1136.0,1548.0,439.0,856.0,439.0,10.102816875828712,Advanced,south
525,Merlin,https://gomafia.pro/stats/525,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
525,Merlin,https://gomafia.pro/stats/525,2024,36,33,0,50,0,11,6,1,4,0,0.09,0.0,0.0,0.02,0.0,2273.0,1548.0,439.0,856.0,439.0,6.6088624279944375,Intermediate,south
572,Happy_geshtalt,https://gomafia.pro/stats/572,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
572,Happy_geshtalt,https://gomafia.pro/stats/572,2024,47,33,67,0,100,15,9,3,1,2,0.67,0.0,0.1,0.07,0.07,1694.0,1548.0,439.0,856.0,439.0,8.299451273740155,Intermediate,south
590,Margo,https://gomafia.pro/stats/590,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
590,Margo,https://gomafia.pro/stats/590,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
600,Доктор,https://gomafia.pro/stats/600,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
600,Доктор,https://gomafia.pro/stats/600,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
606,Wertiga,https://gomafia.pro/stats/606,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
606,Wertiga,https://gomafia.pro/stats/606,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
636,Толстой,https://gomafia.pro/stats/636,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
636,Толстой,https://gomafia.pro/stats/636,2024,47,43,100,50,50,30,21,1,4,4,0.9,0.13,0.15,0.07,0.2,1346.0,939.0,439.0,856.0,439.0,9.459329560672629,Advanced,south
645,Гриффиндор,https://gomafia.pro/stats/645,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
645,Гриффиндор,https://gomafia.pro/stats/645,2024,61,57,40,60,100,41,21,5,10,5,0.85,0.14,0.22,0.05,0.0,475.0,262.0,439.0,638.0,439.0,13.026548128656344,Expert,south
684,Скромный,https://gomafia.pro/stats/684,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
684,Скромный,https://gomafia.pro/stats/684,2024,43,32,100,50,75,35,25,2,4,4,0.66,0.13,0.2,0.03,0.1,1145.0,1307.0,439.0,856.0,439.0,10.06136835396941,Advanced,south
786,Temir,https://gomafia.pro/stats/786,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
786,Temir,https://gomafia.pro/stats/786,2024,50,50,0,67,0,10,6,0,3,1,1.4,0.2,0.2,0.1,0.0,2019.0,1548.0,439.0,856.0,439.0,7.390470982267914,Intermediate,south
793,Моника,https://gomafia.pro/stats/793,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
793,Моника,https://gomafia.pro/stats/793,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
794,Окси,https://gomafia.pro/stats/794,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
794,Окси,https://gomafia.pro/stats/794,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
798,Совесть,https://gomafia.pro/stats/798,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
798,Совесть,https://gomafia.pro/stats/798,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
817,Tigr,https://gomafia.pro/stats/817,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
817,Tigr,https://gomafia.pro/stats/817,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
833,Рокфор,https://gomafia.pro/stats/833,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
833,Рокфор,https://gomafia.pro/stats/833,2024,52,53,0,57,60,33,19,2,7,5,0.76,0.13,0.04,0.07,0.0,1137.0,513.0,439.0,856.0,439.0,10.09500921329051,Advanced,south
840,Alba,https://gomafia.pro/stats/840,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
840,Alba,https://gomafia.pro/stats/840,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
855,Князь Аланский,https://gomafia.pro/stats/855,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
855,Князь Аланский,https://gomafia.pro/stats/855,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
856,Миа,https://gomafia.pro/stats/856,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
856,Миа,https://gomafia.pro/stats/856,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
858,finnick,https://gomafia.pro/stats/858,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
858,finnick,https://gomafia.pro/stats/858,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
905,Дак,https://gomafia.pro/stats/905,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
905,Дак,https://gomafia.pro/stats/905,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
941,SHALNETTA,https://gomafia.pro/stats/941,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
941,SHALNETTA,https://gomafia.pro/stats/941,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
974,Stark,https://gomafia.pro/stats/974,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
974,Stark,https://gomafia.pro/stats/974,2024,50,63,0,0,0,10,8,2,0,0,1.0,0.0,0.0,0.09,0.15,2130.0,1548.0,439.0,856.0,439.0,7.053278025613012,Intermediate,south
984,Altman,https://gomafia.pro/stats/984,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
984,Altman,https://gomafia.pro/stats/984,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1002,Sova,https://gomafia.pro/stats/1002,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1002,Sova,https://gomafia.pro/stats/1002,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1004,Особенная,https://gomafia.pro/stats/1004,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1004,Особенная,https://gomafia.pro/stats/1004,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1054,х,https://gomafia.pro/stats/1054,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1054,х,https://gomafia.pro/stats/1054,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1091,Мэди,https://gomafia.pro/stats/1091,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1091,Мэди,https://gomafia.pro/stats/1091,2024,53,50,0,50,100,15,12,0,2,1,0.87,0.15,0.1,0.08,0.0,1729.0,956.0,439.0,856.0,439.0,8.19276142708954,Intermediate,south
1101,Мухаммад,https://gomafia.pro/stats/1101,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1101,Мухаммад,https://gomafia.pro/stats/1101,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1181,Мерлен Сочи,https://gomafia.pro/stats/1181,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1181,Мерлен Сочи,https://gomafia.pro/stats/1181,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1196,Аврора_,https://gomafia.pro/stats/1196,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1196,Аврора_,https://gomafia.pro/stats/1196,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1221,Dandy,https://gomafia.pro/stats/1221,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1221,Dandy,https://gomafia.pro/stats/1221,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1245,D.amour,https://gomafia.pro/stats/1245,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1245,D.amour,https://gomafia.pro/stats/1245,2024,18,17,0,50,0,11,6,3,2,0,0.27,0.15,0.0,0.0,0.0,2427.0,1548.0,439.0,856.0,439.0,5.615400900143798,Intermediate,south
1247,Pumba,https://gomafia.pro/stats/1247,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1247,Pumba,https://gomafia.pro/stats/1247,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1254,Смысл,https://gomafia.pro/stats/1254,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1254,Смысл,https://gomafia.pro/stats/1254,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1263,Руина,https://gomafia.pro/stats/1263,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1263,Руина,https://gomafia.pro/stats/1263,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1326,Skripa4,https://gomafia.pro/stats/1326,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1326,Skripa4,https://gomafia.pro/stats/1326,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1407,Nick,https://gomafia.pro/stats/1407,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1407,Nick,https://gomafia.pro/stats/1407,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1412,Ящерица,https://gomafia.pro/stats/1412,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1412,Ящерица,https://gomafia.pro/stats/1412,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1418,Тенелиса,https://gomafia.pro/stats/1418,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1418,Тенелиса,https://gomafia.pro/stats/1418,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
1419,polubog,https://gomafia.pro/stats/1419,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,south
1419,polubog,https://gomafia.pro/stats/1419,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,south
